DEPTH,BV1,BV2,"""""VOCC_LAB[32]"[64]"[96]"[105]",CLOSURE,COLOR_PRT,G1,G2,MODE,"""""C_LAB[32]"[64]"[96]"[105]",PD1,PD2,PERMEABILITY,POROSITY,PRT,R35,ROCK_TYPE,SAMPLE
FEET,%,%,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,ALPHA*16,"","",MICRONS,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,MD,%,"",MICRONS,ALPHA*16,""
96,32.1195,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00400692,1.11179,4.11599,7.3192,10.1166,12.4488,14.3811,15.9919,17.3478,18.5013,19.4926,20.3526,21.105,21.7684,22.3575,22.884,23.3571,23.7845,24.1725,24.5262,24.8499,25.1474,25.4216,25.6751,25.9102,26.1289,26.3327,26.5231,26.7015,26.8689,27.0263,27.1745,27.3144,27.4466,27.5717,27.6903,27.8029,27.91,28.0118,28.1089,28.2015,28.2899,28.3744,28.4553,28.5328,28.607,28.6783,28.7467,28.8124,28.8757,28.9366,28.9952,29.0517,29.1062,29.1588,29.2096,29.2587,29.3062,1.2756,YELLOW,0.26,-999.25,1.6457,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,96.429,-999.25,365.81,30.47,2,6.72924,Meso,96.0000
97,30.7027,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0010723,1.10893,4.56981,8.07655,10.9827,13.312,15.1862,16.7138,17.9773,19.0372,19.9374,20.7109,21.3821,21.9698,22.4884,22.9494,23.3618,23.7328,24.0683,24.3732,24.6514,24.9063,25.1406,25.3568,25.5569,25.7426,25.9154,26.0765,26.2273,26.3685,26.5011,26.6258,26.7434,26.8544,26.9593,27.0587,27.153,27.2425,27.3276,27.4086,27.4858,27.5595,27.6299,27.6973,27.7617,27.8234,27.8826,27.9395,27.994,28.0465,28.097,28.1456,28.1924,28.2375,0.326199,YELLOW,0.22,-999.25,1.06761,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,155.641,-999.25,87.05,28.24,2,3.31932,Meso,97.0000
98,0.31551,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00101289,0.0788515,0.149777,0.189724,0.214534,0.231314,0.243387,0.252477,0.259566,0.265245,0.269897,0.273776,0.013172,BROWN,0.08,-999.25,0.01052,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,18549.62,-999.25,0,0.3,3,-999.25,Micro,98.0000
99,4.428,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.0375976,0.329384,0.744096,1.13926,1.48014,1.76702,2.00802,2.21172,2.38539,2.53478,2.66444,2.7779,2.87793,2.96673,3.04605,3.11731,3.18167,3.24007,3.29329,3.34198,3.3867,3.4279,3.466,3.50131,3.53414,3.56473,3.59331,0.027334,BROWN,0.280042,-999.25,0.0514,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,3017.319,-999.25,0,3.4,3,-999.25,Micro,99.0000
100,12.9845,2.22053,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.00100001,0.00100006,0.00100025,0.00100091,0.00100276,0.00100725,0.00101701,0.00103627,0.0010714,0.00113128,0.00122772,0.00137561,0.00159303,0.00190116,0.00232411,0.00288857,0.00362343,0.00455933,0.00572816,0.00716258,0.00889553,0.0109598,0.0133875,0.0162098,0.0194567,0.0231565,0.0273358,0.032019,0.0372289,0.0429856,0.0493073,0.0562099,0.0637069,0.0718098,0.080528,0.0898687,0.0998371,0.110437,0.121669,0.133534,0.14603,0.159154,0.172901,0.187266,0.202242,0.217822,0.233995,0.249754,0.267087,0.284984,0.303433,0.322422,0.341938,0.36197,0.382503,0.403524,0.42502,0.446977,0.469381,0.492219,0.515477,0.539141,0.563197,0.587631,0.612431,0.637582,0.663071,0.688886,0.715013,0.741439,0.768153,0.795141,0.822392,0.849894,0.877636,0.905605,0.933791,0.962183,0.990771,1.01954,1.04849,1.07761,1.10688,1.1363,1.16585,1.19554,1.22535,1.25527,0.02696,BROWN,11.2638,0.535887,0.00051,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,1,684.696,0.01,2.5,3,0.204729,Micro,100.0000
101,19.0727,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.00100053,0.00103561,0.00146434,0.00362207,0.0101151,0.0243277,0.0496013,0.0886047,0.143054,0.21371,0.300521,0.402826,0.519546,0.649351,0.790786,0.942366,1.10264,1.27022,1.44383,1.62231,1.80458,1.98972,2.17687,2.36531,2.55439,2.74355,2.93231,3.12025,3.30702,0.074712,BROWN,2.68752,-999.25,0.00505,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,1928.234,-999.25,0.29,3.3,3,0.985767,Micro,101.0000
102,14.5091,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00100025,0.0013428,0.00833634,0.0409614,0.118221,0.247643,0.426326,0.645977,0.896794,1.16953,1.45631,1.75083,2.04818,2.3447,2.63767,2.92516,3.20582,3.47874,3.74337,3.99939,0.01759,BROWN,1.2999,-999.25,0.00744,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,6453.307,-999.25,34,3.9,3,11.0728,Micro,102.0000
103,13.7365,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00100015,0.00120817,0.00579089,0.0286833,0.0859041,0.185827,0.328319,0.508037,0.717565,0.949338,1.19657,1.45357,1.71579,1.97964,2.24242,2.50209,2.75718,3.00664,3.24972,3.48598,3.71512,3.93703,4.15168,4.35913,4.55951,4.75298,4.93972,5.11996,5.29391,5.46181,5.62389,5.78038,5.93151,6.07751,6.21858,6.35494,6.48679,6.61432,6.73772,6.85717,6.97283,7.08487,7.19344,7.29869,7.40076,7.49978,7.59587,0.086935,YELLOW,1.38744,-999.25,0.1444,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,300.533,-999.25,5.4,7.2,2,2.42266,Meso,103.0000
105,4.65873,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00102989,0.00338009,0.0191443,0.0596137,0.126762,0.216077,0.321149,0.436051,0.556079,0.677782,0.798747,0.917353,1.03256,1.14372,1.2505,1.35275,1.45045,1.54367,1.63254,1.71724,1.79795,1.87485,1.94817,2.01807,2.08477,2.14844,2.20926,0.041893,BROWN,1.01963,-999.25,0.02336,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,2836.337,-999.25,0,2,3,-999.25,Micro,105.0000
106,11.3847,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00101366,0.02122,0.185065,0.535742,1.00332,1.51757,2.03495,2.53269,3.00044,3.43456,3.83495,4.20319,4.54161,4.85278,5.13926,5.40344,5.64754,5.87355,6.08325,6.27822,6.45989,6.62949,6.78814,6.93683,7.07644,7.20774,7.33144,7.44816,7.55846,7.66285,7.76178,7.85566,7.94486,8.02972,8.11054,8.18761,8.26116,8.33144,8.39865,8.463,8.52465,8.58378,8.64053,8.69504,8.74745,8.79786,8.84639,8.89315,8.93823,8.98171,9.02369,9.06423,9.1034,9.14129,9.17794,9.21342,9.24778,9.28107,9.31335,9.34466,9.37504,9.40452,9.43316,9.46099,9.48804,9.51434,9.53992,9.56481,9.58905,9.61265,9.63563,9.65803,9.67987,9.70116,9.72193,9.74219,9.76197,9.78128,0.658524,CYAN,0.582542,-999.25,11.3323,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,9.664,-999.25,11.87,10.5,1,2.67145,Macro,106.0000
107,4.37627,1.87484,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00107296,0.0150808,0.0911805,0.23396,0.41549,0.611347,0.806813,0.994264,1.17026,1.33365,1.48447,1.62332,1.75108,1.8687,1.97712,2.07722,2.16981,2.25562,2.33533,2.4095,2.47867,2.54331,2.60382,2.66057,2.71388,2.76406,2.81137,2.85603,2.89825,2.93824,2.97615,3.01214,3.04636,3.07892,3.10995,3.13954,3.1678,3.1948,3.22064,3.24539,3.2691,3.29185,3.31369,3.33468,3.35486,3.37428,3.39298,3.411,3.42837,3.44513,3.46032,3.47595,3.49107,3.50568,3.51983,3.53352,3.54678,3.55964,3.5721,3.58419,3.59592,3.60732,3.61838,3.62913,3.63959,3.64975,3.65964,3.66927,3.67864,3.68776,3.69665,3.70532,3.71376,3.722,3.73003,3.73788,3.74553,3.753,3.7603,3.76743,3.7744,0.649516,CYAN,0.590914,1.56563,16.1709,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,6.707,2049.691,7.95,6.1,1,3.44249,Macro,107.0000
108,3.22449,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00378764,0.048872,0.161465,0.314475,0.480622,0.644571,0.799276,0.942123,1.07266,1.19143,1.29937,1.39754,1.48697,1.56863,1.64339,1.71202,1.77518,1.83347,1.88741,1.93744,1.98396,2.02731,2.0678,2.10569,2.14123,2.17461,0.01354,BROWN,0.51436,-999.25,0.03624,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,3268.277,-999.25,0,2.1,3,-999.25,Micro,108.0000
