DEPT [FEET],PHIT [V/V],PERM [MD],G1 [],G2 [],PD1 [PSI],PD2 [PSI],BV1 [%],BV2 [%]
8513.5,0.20370592,1.9801345,0.20016898,0.1,107.10734,650.0,20.468105,0.0
8514.0,0.21501227,1.872723,0.19615854,0.1,102.80086,650.0,19.820547,1.6806803
8514.5,0.2041499,1.8003874,0.20710371,0.1,112.30078,650.0,20.512398,0.0
8515.0,0.19146429,1.8017673,0.18791312,0.1,144.12723,650.0,21.480883,0.0
8515.5,0.17792569,1.7994809,0.17564434,0.1,141.03893,650.0,20.42864,0.0
8516.0,0.18463367,1.0699509,0.19063607,0.1,149.05391,650.0,21.175907,0.0
8516.5,0.19231762,0.5000979,0.22694148,0.1,186.13965,650.0,22.320395,0.0
8517.0,0.20231149,0.82991976,0.26203266,0.1,189.2986,650.0,22.739092,0.0
8517.5,0.20231149,0.99993354,0.29558638,0.1,200.74287,650.0,22.885414,0.0
8518.0,0.18463367,1.0001701,0.19094393,0.1,159.2412,650.0,21.31235,0.0
8518.5,0.17286247,0.9208044,0.20092456,0.1,162.50966,650.0,19.547289,0.0
8519.0,0.15770304,0.67011625,0.21384992,0.1,177.48946,650.0,17.617512,0.0
8519.5,0.16677353,0.6301137,0.21151151,0.1,166.43988,650.0,18.950888,0.0
8520.0,0.17600212,1.7199467,0.20836753,0.1,136.11888,650.0,20.242449,0.0
8520.5,0.1897988,2.800177,0.15463051,0.1,117.48869,650.0,21.505245,0.0
8521.0,0.18927737,1.5705212,0.1878313,0.1,146.82588,650.0,21.32511,0.0
8521.5,0.16329879,0.51011074,0.21318637,0.1,168.63635,650.0,18.546001,0.0
8522.0,0.14503965,0.39005044,0.2430893,0.1,172.19028,650.0,16.599682,0.0
8522.5,0.13656193,0.28001663,0.32948074,0.1,155.83504,650.0,16.022993,0.0
8523.0,0.15770304,0.45007068,0.211315,0.1,183.55388,650.0,17.314674,0.0
8523.5,0.17286247,0.92027694,0.20094423,0.1,162.51653,650.0,19.546976,0.0
8524.0,0.1857749,1.0695066,0.19355515,0.1,149.85522,650.0,21.25945,0.0
8524.5,0.17430484,1.1291164,0.21580125,0.1,149.70348,650.0,19.99281,0.0
8525.0,0.14682122,0.71009314,0.25504994,0.1,164.44183,650.0,16.594011,0.0
8525.5,0.13136597,0.35994288,0.33725148,0.1,147.96513,650.0,15.888415,0.0
8526.0,0.11695066,0.34989634,0.34411573,0.1,146.59044,650.0,15.28005,0.0
8526.5,0.10639399,0.34999418,0.36929402,0.1,116.52171,650.0,13.472609,0.0
8527.0,0.10639399,0.27999526,0.44483286,0.1,198.7322,650.0,14.031144,0.0
8527.5,0.10146158,0.25002939,0.38892174,0.1,309.81586,650.0,11.170511,0.0
8528.0,0.10146158,0.2500141,0.3889235,0.1,309.81985,650.0,11.170507,0.0
8528.5,0.113574415,0.29001194,0.3448108,0.1,149.51138,650.0,15.250899,0.0
8529.0,0.11695066,0.40999782,0.34661216,0.1,142.08722,650.0,15.20385,0.0
8529.5,0.13781078,0.6000489,0.36483625,0.1,144.4624,650.0,16.32085,0.0
8530.0,0.13781078,1.1298136,0.45045286,0.1,100.96291,650.0,15.669577,0.0
8530.5,0.13885178,1.1999421,0.46738562,0.1,92.93473,650.0,16.733946,0.0
8531.0,0.14469928,0.8000864,0.343553,0.1,129.78929,650.0,16.779127,0.0
8531.5,0.15631077,0.50016093,0.21064281,0.1,182.74426,650.0,17.31253,0.0
8532.0,0.15770304,0.6800448,0.2461927,0.1,145.8624,650.0,18.066048,0.0
8532.5,0.15770304,0.80002975,0.251539,0.1,141.65834,650.0,18.2405,0.0
8533.0,0.1550132,0.6100928,0.21489434,0.1,179.59857,650.0,17.421175,0.0
8533.5,0.1461506,0.43997803,0.22351307,0.1,177.51694,650.0,16.62644,0.0
8534.0,0.13350415,0.33002383,0.33838242,0.1,148.03511,650.0,15.99566,0.0
8534.5,0.117928796,0.2199845,0.3889569,0.1,226.95677,650.0,15.019704,0.0
8535.0,0.10639399,0.13000673,0.36827105,0.1,382.51083,650.0,13.388834,0.0
8535.5,0.086699024,0.07999859,1.4630355,0.1,406.83948,650.0,13.101137,0.0
8536.0,0.07749983,0.05998642,2.0448933,0.1,581.98193,650.0,14.251164,0.0
8536.5,0.088625394,0.070000224,1.3932886,0.1,412.47382,650.0,12.994136,0.0
8537.0,0.100368135,0.100004956,0.39964542,0.1,412.59113,650.0,12.82548,0.0
8537.5,0.10146158,0.12999508,0.43180975,0.1,380.11276,650.0,12.475534,0.0
8538.0,0.12830406,0.22001275,0.3427465,0.1,213.60646,650.0,15.525442,0.0
